1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
2,3
2,4
2,5
2,6
2,7
2,8
2,9
2,10
3,4
3,5
3,6
3,7
3,8
3,9
3,10
4,5
4,6
4,7
4,8
4,9
4,10
5,6
5,7
5,8
5,9
5,10
6,7
6,8
6,9
6,10
7,8
7,9
7,10
8,9
8,10
9,10
11,12
11,13
11,14
11,15
11,16
11,17
12,13
12,14
12,15
12,16
12,17
13,14
13,15
13,16
13,17
14,15
14,16
14,17
15,16
15,17
16,17
1,18
1,19
1,20
1,21
1,8
1,22
1,9
18,19
18,20
18,21
18,8
18,22
18,9
19,20
19,21
19,8
19,22
19,9
20,21
20,8
20,22
20,9
21,8
21,22
21,9
8,22
8,9
22,9
23,1
23,24
23,25
23,26
23,27
23,28
23,29
23,30
23,31
23,32
23,33
23,7
23,15
23,16
1,24
1,25
1,26
1,27
1,28
1,29
1,30
1,31
1,32
1,33
1,7
1,15
1,16
24,25
24,26
24,27
24,28
24,29
24,30
24,31
24,32
24,33
24,7
24,15
24,16
25,26
25,27
25,28
25,29
25,30
25,31
25,32
25,33
25,7
25,15
25,16
26,27
26,28
26,29
26,30
26,31
26,32
26,33
26,7
26,15
26,16
27,28
27,29
27,30
27,31
27,32
27,33
27,7
27,15
27,16
28,29
28,30
28,31
28,32
28,33
28,7
28,15
28,16
29,30
29,31
29,32
29,33
29,7
29,15
29,16
30,31
30,32
30,33
30,7
30,15
30,16
31,32
31,33
31,7
31,15
31,16
32,33
32,7
32,15
32,16
33,7
33,15
33,16
7,15
7,16
15,16
34,35
34,36
34,37
34,30
34,38
34,22
34,39
34,40
35,36
35,37
35,30
35,38
35,22
35,39
35,40
36,37
36,30
36,38
36,22
36,39
36,40
37,30
37,38
37,22
37,39
37,40
30,38
30,22
30,39
30,40
38,22
38,39
38,40
22,39
22,40
39,40
11,12
11,13
11,14
11,16
11,17
12,13
12,14
12,16
12,17
13,14
13,16
13,17
14,16
14,17
16,17
41,42
41,43
41,44
41,45
41,46
41,47
41,48
41,49
41,50
41,51
42,43
42,44
42,45
42,46
42,47
42,48
42,49
42,50
42,51
43,44
43,45
43,46
43,47
43,48
43,49
43,50
43,51
44,45
44,46
44,47
44,48
44,49
44,50
44,51
45,46
45,47
45,48
45,49
45,50
45,51
46,47
46,48
46,49
46,50
46,51
47,48
47,49
47,50
47,51
48,49
48,50
48,51
49,50
49,51
50,51
52,1
52,53
52,54
52,55
52,31
52,56
52,57
52,58
52,59
52,60
52,61
52,62
1,53
1,54
1,55
1,31
1,56
1,57
1,58
1,59
1,60
1,61
1,62
53,54
53,55
53,31
53,56
53,57
53,58
53,59
53,60
53,61
53,62
54,55
54,31
54,56
54,57
54,58
54,59
54,60
54,61
54,62
55,31
55,56
55,57
55,58
55,59
55,60
55,61
55,62
31,56
31,57
31,58
31,59
31,60
31,61
31,62
56,57
56,58
56,59
56,60
56,61
56,62
57,58
57,59
57,60
57,61
57,62
58,59
58,60
58,61
58,62
59,60
59,61
59,62
60,61
60,62
61,62
63,18
63,5
63,7
63,50
63,8
63,9
63,64
18,5
18,7
18,50
18,8
18,9
18,64
5,7
5,50
5,8
5,9
5,64
7,50
7,8
7,9
7,64
50,8
50,9
50,64
8,9
8,64
9,64
41,42
41,65
41,44
41,66
41,67
41,68
41,54
41,69
41,30
41,46
41,70
41,57
41,71
41,16
41,49
41,51
41,61
42,65
42,44
42,66
42,67
42,68
42,54
42,69
42,30
42,46
