1,2
2,1
1,3
3,1
1,4
4,1
1,5
5,1
1,6
6,1
1,7
7,1
1,8
8,1
1,9
9,1
1,10
10,1
2,3
3,2
2,4
4,2
2,5
5,2
2,6
6,2
2,7
7,2
2,8
8,2
2,9
9,2
2,10
10,2
3,4
4,3
3,5
5,3
3,6
6,3
3,7
7,3
3,8
8,3
3,9
9,3
3,10
10,3
4,5
5,4
4,6
6,4
4,7
7,4
4,8
8,4
4,9
9,4
4,10
10,4
5,6
6,5
5,7
7,5
5,8
8,5
5,9
9,5
5,10
10,5
6,7
7,6
6,8
8,6
6,9
9,6
6,10
10,6
7,8
8,7
7,9
9,7
7,10
10,7
8,9
9,8
8,10
10,8
9,10
10,9
11,12
12,11
11,13
13,11
11,14
14,11
11,15
15,11
11,16
16,11
11,17
17,11
12,13
13,12
12,14
14,12
12,15
15,12
12,16
16,12
12,17
17,12
13,14
14,13
13,15
15,13
13,16
16,13
13,17
17,13
14,15
15,14
14,16
16,14
14,17
17,14
15,16
16,15
15,17
17,15
16,17
17,16
1,18
18,1
1,19
19,1
1,20
20,1
1,21
21,1
1,8
8,1
1,22
22,1
1,9
9,1
18,19
19,18
18,20
20,18
18,21
21,18
18,8
8,18
18,22
22,18
18,9
9,18
19,20
20,19
19,21
21,19
19,8
8,19
19,22
22,19
19,9
9,19
20,21
21,20
20,8
8,20
20,22
22,20
20,9
9,20
21,8
8,21
21,22
22,21
21,9
9,21
8,22
22,8
8,9
9,8
22,9
9,22
23,1
1,23
23,24
24,23
23,25
25,23
23,26
26,23
23,27
27,23
23,28
28,23
23,29
29,23
23,30
30,23
23,31
31,23
23,32
32,23
23,33
33,23
23,7
7,23
23,15
15,23
23,16
16,23
1,24
24,1
1,25
25,1
1,26
26,1
1,27
27,1
1,28
28,1
1,29
29,1
1,30
30,1
1,31
31,1
1,32
32,1
1,33
33,1
1,7
7,1
1,15
15,1
1,16
16,1
24,25
25,24
24,26
26,24
24,27
27,24
24,28
28,24
24,29
29,24
24,30
30,24
24,31
31,24
24,32
32,24
24,33
33,24
24,7
7,24
24,15
15,24
24,16
16,24
25,26
26,25
25,27
27,25
25,28
28,25
25,29
29,25
25,30
30,25
25,31
31,25
25,32
32,25
25,33
33,25
25,7
7,25
25,15
15,25
25,16
16,25
26,27
27,26
26,28
28,26
26,29
29,26
26,30
30,26
26,31
31,26
26,32
32,26
26,33
33,26
26,7
7,26
26,15
15,26
26,16
16,26
27,28
28,27
27,29
29,27
27,30
30,27
27,31
31,27
27,32
32,27
27,33
33,27
27,7
7,27
27,15
15,27
27,16
16,27
28,29
29,28
28,30
30,28
28,31
31,28
28,32
32,28
28,33
33,28
28,7
7,28
28,15
15,28
28,16
16,28
29,30
30,29
29,31
31,29
29,32
32,29
29,33
33,29
29,7
7,29
29,15
15,29
29,16
16,29
30,31
31,30
30,32
32,30
30,33
33,30
30,7
7,30
30,15
15,30
30,16
16,30
31,32
32,31
31,33
33,31
31,7
7,31
31,15
15,31
31,16
16,31
32,33
33,32
32,7
7,32
32,15
15,32
32,16
16,32
33,7
7,33
33,15
15,33
33,16
16,33
7,15
15,7
7,16
16,7
15,16
16,15
34,35
35,34
34,36
36,34
34,37
37,34
34,30
30,34
34,38
38,34
34,22
22,34
34,39
39,34
34,40
40,34
35,36
36,35
35,37
37,35
35,30
30,35
35,38
38,35
35,22
22,35
35,39
39,35
35,40
40,35
36,37
37,36
36,30
30,36
36,38
38,36
36,22
22,36
36,39
39,36
36,40
40,36
37,30
30,37
37,38
38,37
37,22
22,37
37,39
39,37
37,40
40,37
30,38
38,30
30,22
22,30
30,39
39,30
30,40
40,30
38,22
22,38
38,39
39,38
38,40
40,38
22,39
39,22
22,40
40,22
39,40
40,39
11,12
12,11
11,13
13,11
11,14
14,11
11,16
16,11
11,17
17,11
12,13
13,12
12,14
14,12
12,16
16,12
12,17
17,12
13,14
14,13
13,16
16,13
13,17
17,13
14,16
16,14
14,17
17,14
16,17
17,16
41,42
42,41
41,43
43,41
41,44
44,41
41,45
45,41
41,46
46,41
41,47
47,41
41,48
48,41
41,49
49,41
41,50
50,41
41,51
51,41
42,43
43,42
42,44
44,42
42,45
45,42
42,46
46,42
42,47
47,42
42,48
48,42
42,49
49,42
42,50
50,42
42,51
51,42
43,44
44,43
43,45
45,43
43,46
46,43
43,47
47,43
43,48
48,43
43,49
49,43
43,50
50,43
43,51
51,43
44,45
45,44
44,46
46,44
44,47
47,44
44,48
48,44
44,49
49,44
44,50
50,44
44,51
51,44
45,46
46,45
45,47
47,45
45,48
48,45
45,49
49,45
45,50
50,45
45,51
51,45
46,47
47,46
46,48
48,46
46,49
49,46
46,50
50,46
46,51
51,46
47,48
48,47
47,49
49,47
47,50
50,47
47,51
51,47
48,49
49,48
48,50
50,48
48,51
51,48
49,50
50,49
49,51
51,49
50,51
51,50
52,1
1,52
52,53
53,52
52,54
54,52
52,55
55,52
52,31
31,52
52,56
56,52
52,57
57,52
52,58
58,52
52,59
59,52
52,60
60,52
52,61
61,52
52,62
62,52
1,53
53,1
1,54
54,1
1,55
55,1
1,31
31,1
1,56
56,1
1,57
57,1
1,58
58,1
1,59
59,1
1,60
60,1
1,61
61,1
1,62
62,1
53,54
54,53
53,55
55,53
53,31
31,53
53,56
56,53
53,57
57,53
53,58
58,53
53,59
59,53
53,60
60,53
53,61
61,53
53,62
62,53
54,55
55,54
54,31
31,54
54,56
56,54
54,57
57,54
54,58
58,54
54,59
59,54
54,60
60,54
54,61
61,54
54,62
62,54
55,31
31,55
55,56
56,55
55,57
57,55
55,58
58,55
55,59
59,55
55,60
60,55
55,61
61,55
55,62
62,55
31,56
56,31
31,57
57,31
31,58
58,31
31,59
59,31
31,60
60,31
31,61
61,31
31,62
62,31
56,57
57,56
56,58
58,56
56,59
59,56
56,60
60,56
56,61
61,56
56,62
62,56
57,58
58,57
57,59
59,57
57,60
60,57
57,61
61,57
57,62
62,57
58,59
59,58
58,60
60,58
58,61
61,58
58,62
62,58
59,60
60,59
59,61
61,59
59,62
62,59
60,61
61,60
60,62
62,60
61,62
62,61
63,18
18,63
63,5
5,63
63,7
7,63
63,50
50,63
63,8
8,63
63,9
9,63
63,64
64,63
18,5
5,18
18,7
7,18
18,50
50,18
18,8
8,18
18,9
9,18
18,64
64,18
5,7
7,5
5,50
50,5
5,8
8,5
5,9
9,5
5,64
64,5
7,50
50,7
7,8
8,7
7,9
9,7
7,64
64,7
50,8
8,50
50,9
9,50
50,64
64,50
8,9
9,8
8,64
64,8
9,64
64,9
41,42
42,41
41,65
65,41
41,44
44,41
41,66
66,41
41,67
67,41
41,68
68,41
41,54
54,41
41,69
69,41
41,30
30,41
41,46
46,41
41,70
70,41
41,57
57,41
41,71
71,41
41,16
16,41
41,49
49,41
41,51
51,41
41,61
61,41
42,65
65,42
42,44
44,42
42,66
66,42
42,67
67,42
42,68
68,42
42,54
54,42
42,69
69,42
42,30
30,42
42,46
46,42
42,70
70,42
42,57
57,42
42,71
71,42
42,16
16,42
42,49
49,42
42,51
51,42
42,61
61,42
65,44
44,65
65,66
66,65
65,67
67,65
65,68
68,65
65,54
54,65
65,69
69,65
65,30
30,65
65,46
46,65
65,70
70,65
65,57
57,65
65,71
71,65
65,16
16,65
65,49
49,65
65,51
51,65
65,61
61,65
44,66
66,44
44,67
67,44
44,68
68,44
44,54
54,44
44,69
69,44
44,30
30,44
44,46
46,44
44,70
70,44
44,57
57,44
44,71
71,44
44,16
16,44
44,49
49,44
44,51
51,44
44,61
61,44
66,67
67,66
66,68
68,66
66,54
54,66
66,69
69,66
66,30
30,66
66,46
46,66
66,70
70,66
66,57
57,66
66,71
71,66
66,16
16,66
66,49
49,66
66,51
51,66
66,61
61,66
67,68
68,67
67,54
54,67
67,69
69,67
67,30
30,67
67,46
46,67
67,70
70,67
67,57
57,67
67,71
71,67
67,16
16,67
67,49
49,67
67,51
51,67
67,61
61,67
68,54
54,68
68,69
69,68
68,30
30,68
68,46
46,68
68,70
70,68
68,57
57,68
68,71
71,68
68,16
16,68
68,49
49,68
68,51
51,68
68,61
61,68
54,69
69,54
54,30
30,54
54,46
46,54
54,70
70,54
54,57
57,54
54,71
71,54
54,16
16,54
54,49
49,54
54,51
51,54
54,61
61,54
69,30
30,69
69,46
46,69
69,70
70,69
69,57
57,69
69,71
71,69
69,16
16,69
69,49
49,69
69,51
51,69
69,61
61,69
30,46
46,30
30,70
70,30
30,57
57,30
30,71
71,30
30,16
16,30
30,49
49,30
30,51
51,30
30,61
61,30
46,70
70,46
46,57
57,46
46,71
71,46
46,16
16,46
46,49
49,46
46,51
51,46
46,61
61,46
70,57
57,70
70,71
71,70
70,16
16,70
70,49
49,70
70,51
51,70
70,61
61,70
57,71
71,57
57,16
16,57
57,49
49,57
